,host_since,host_local,host_response_rate_pct,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bedrooms,emenities_num,price,security_deposit,cleaning_fee,guests_included,extra_people,min_nights,number_of_reviews,instant_bookable,require_guest_profile_picture,host_listing_count,listing_duration,review_per_month,review_score,host_response_time_few_days,host_response_time_few_hours,host_response_time_hour,neighbourhood_Bernal Heights,neighbourhood_Castro/Upper Market,neighbourhood_Chinatown,neighbourhood_Crocker Amazon,neighbourhood_Diamond Heights,neighbourhood_Downtown/Civic Center,neighbourhood_Excelsior,neighbourhood_Financial District,neighbourhood_Glen Park,neighbourhood_Golden Gate Park,neighbourhood_Haight Ashbury,neighbourhood_Inner Richmond,neighbourhood_Inner Sunset,neighbourhood_Lakeshore,neighbourhood_Marina,neighbourhood_Mission,neighbourhood_Nob Hill,neighbourhood_Noe Valley,neighbourhood_North Beach,neighbourhood_Ocean View,neighbourhood_Outer Mission,neighbourhood_Outer Richmond,neighbourhood_Outer Sunset,neighbourhood_Pacific Heights,neighbourhood_Parkside,neighbourhood_Potrero Hill,neighbourhood_Presidio,neighbourhood_Presidio Heights,neighbourhood_Russian Hill,neighbourhood_Seacliff,neighbourhood_South of Market,neighbourhood_Treasure Island/YBI,neighbourhood_Twin Peaks,neighbourhood_Visitacion Valley,neighbourhood_West of Twin Peaks,neighbourhood_Western Addition,property_type_Hotel,property_type_House,room_type_Hotel room,room_type_Private room,room_type_Shared room,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60,rent_term_short_term
0,2008,1,1.0,1,1,1,3,1.0,1.0,32,170.0,100.0,100.0,2,25.0,1,217,0,0,1,3735,1.8,9.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,2008,1,1.0,1,1,1,2,1.0,1.0,30,99.0,0.0,10.0,2,20.0,1,160,0,0,3,3742,1.3,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
2,2009,1,0.8,0,1,1,5,1.0,2.0,17,235.0,0.0,100.0,2,0.0,30,111,0,0,1,3816,0.9,9.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3,2009,1,0.86,1,1,1,2,4.0,1.0,18,65.0,200.0,50.0,1,12.0,32,18,0,0,9,3696,0.1,8.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4,2009,1,0.86,1,1,1,2,4.0,1.0,16,65.0,200.0,50.0,1,12.0,32,8,0,0,9,1862,0.1,9.33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,2009,1,1.0,1,1,0,3,1.0,1.0,33,139.0,0.0,50.0,2,60.0,1,704,1,0,2,3726,5.8,9.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
6,2009,1,1.0,1,1,1,2,1.0,1.0,33,135.0,0.0,50.0,1,0.0,1,511,0,0,1,3640,4.3,9.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
7,2009,1,1.0,1,1,1,4,1.0,2.0,36,225.0,500.0,100.0,1,0.0,30,337,0,0,1,3684,2.8,9.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
8,2009,1,1.0,0,1,1,2,1.0,0.0,17,120.0,500.0,75.0,2,0.0,30,18,0,0,1,2852,0.2,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
9,2009,1,1.0,0,1,1,3,1.0,3.0,12,177.0,2500.0,208.0,6,0.0,30,37,0,0,41,3644,0.3,9.17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10,2009,1,1.0,0,1,1,5,2.0,3.0,19,194.0,3000.0,208.0,1,0.0,30,15,0,0,41,2783,0.2,9.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
11,2009,1,1.0,0,1,1,2,1.5,1.0,21,139.0,2500.0,156.0,1,0.0,30,19,0,0,41,2437,0.2,9.67,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12,2009,1,0.86,1,1,1,2,3.0,1.0,16,85.0,200.0,50.0,1,12.0,32,6,0,0,9,2948,0.1,8.67,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
13,2009,1,0.86,1,1,1,2,3.0,1.0,15,85.0,200.0,50.0,1,12.0,32,5,0,0,9,2352,0.1,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
14,2009,1,1.0,1,1,1,1,1.0,1.0,21,79.0,0.0,10.0,1,0.0,3,414,1,0,1,3560,3.5,10.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15,2009,1,1.0,1,1,1,4,1.0,2.0,42,122.0,899.0,279.0,1,40.0,30,17,0,1,1,2556,0.2,9.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
16,2009,1,1.0,1,1,1,3,1.0,1.0,21,215.0,0.0,80.0,2,35.0,3,114,0,0,1,3556,1.0,9.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
17,2009,0,1.0,0,1,1,4,2.0,2.0,41,450.0,5000.0,250.0,4,100.0,90,14,0,0,1,3229,0.1,9.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18,2010,1,0.0,0,1,0,3,1.0,0.0,24,107.0,0.0,0.0,2,20.0,30,62,0,0,1,3418,0.6,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
19,2010,1,1.0,1,1,1,2,1.0,1.0,22,110.0,130.0,30.0,1,0.0,2,397,0,1,2,2870,4.2,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
20,2010,1,0.0,0,1,1,2,1.0,1.0,32,125.0,500.0,100.0,1,25.0,30,119,1,1,1,3441,1.1,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
21,2009,1,0.86,1,1,1,2,4.0,1.0,15,65.0,200.0,50.0,1,12.0,32,14,0,0,9,2948,0.1,8.83,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
22,2010,1,1.0,1,1,1,2,1.0,1.0,28,155.0,200.0,60.0,2,0.0,3,391,0,0,1,3407,3.5,10.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
23,2010,1,1.0,1,1,0,3,1.0,1.0,53,180.0,250.0,80.0,2,25.0,3,244,0,0,1,3458,2.1,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
24,2010,1,1.0,1,1,1,2,1.0,1.0,42,155.0,500.0,80.0,2,20.0,2,293,0,1,2,3423,2.6,9.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
25,2010,1,1.0,1,1,1,1,1.0,1.0,29,79.0,0.0,0.0,1,0.0,1,197,0,0,1,3369,1.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
26,2010,1,1.0,1,1,1,4,1.0,1.0,40,195.0,0.0,20.0,4,20.0,5,314,1,0,2,3475,2.8,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
27,2010,1,1.0,1,1,1,2,1.0,1.0,44,150.0,0.0,25.0,1,10.0,5,39,0,0,1,1210,1.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
28,2010,1,1.0,1,1,1,2,1.0,1.0,17,110.0,150.0,30.0,1,0.0,3,429,0,1,2,3275,4.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
29,2010,1,1.0,1,1,1,3,1.0,0.0,42,125.0,300.0,50.0,2,30.0,4,313,0,0,1,3376,2.8,9.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
30,2010,1,1.0,0,1,1,10,2.0,4.0,27,450.0,500.0,160.0,4,30.0,2,33,1,0,1,2998,0.3,8.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
31,2010,1,0.0,1,1,0,2,1.0,1.0,59,125.0,3000.0,125.0,2,0.0,30,132,0,0,1,3440,1.2,10.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
32,2009,1,1.0,1,1,0,4,1.0,1.0,36,199.0,0.0,75.0,2,50.0,1,27,1,0,2,1624,0.5,9.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
33,2010,1,1.0,1,1,1,4,2.0,2.0,29,220.0,100.0,140.0,5,0.0,4,16,0,1,2,3009,0.2,9.83,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
34,2010,1,1.0,1,1,1,4,1.0,1.0,38,155.0,0.0,0.0,2,20.0,2,58,0,0,1,3345,0.5,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,2010,1,1.0,0,1,0,2,1.0,1.0,36,150.0,200.0,0.0,2,10.0,30,94,0,0,1,3382,0.8,9.67,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
36,2010,1,1.0,1,1,0,2,1.0,1.0,42,240.0,0.0,110.0,1,0.0,1,571,1,0,2,3310,5.3,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
37,2010,1,1.0,1,1,1,2,1.0,1.0,33,107.0,0.0,155.0,2,50.0,30,20,0,0,18,2960,0.2,9.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
38,2010,1,1.0,0,1,1,2,1.0,0.0,29,94.0,500.0,65.0,2,50.0,60,22,0,0,2,2989,0.2,9.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
39,2010,0,0.92,1,1,1,2,1.0,1.0,32,108.0,200.0,50.0,2,20.0,30,97,1,0,2,3319,0.9,9.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
40,2010,1,0.5,0,1,1,1,1.0,1.0,27,67.0,0.0,35.0,1,45.0,30,137,0,1,1,3242,1.3,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
41,2010,1,1.0,1,1,1,3,1.0,1.0,22,159.0,150.0,120.0,3,0.0,4,54,0,0,2,3326,0.5,9.83,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
42,2009,1,1.0,1,1,1,2,2.0,1.0,28,127.0,0.0,50.0,2,50.0,3,255,0,0,1,3330,2.3,10.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
43,2010,1,1.0,1,1,1,4,1.0,2.0,36,290.0,2000.0,120.0,1,0.0,30,79,0,0,1,2535,0.9,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
44,2010,1,1.0,1,1,0,3,1.0,0.0,34,136.0,0.0,0.0,1,0.0,30,148,0,0,1,3335,1.4,8.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
45,2010,1,1.0,1,1,1,2,1.0,0.0,33,85.0,0.0,155.0,2,50.0,30,6,0,0,18,2914,0.1,10.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
46,2010,1,1.0,1,1,1,2,1.0,1.0,31,85.0,0.0,155.0,2,50.0,30,4,0,0,18,2940,0.0,8.67,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
47,2010,1,0.0,0,1,0,2,1.5,1.0,21,104.0,200.0,0.0,1,0.0,10,11,0,0,1,2842,0.1,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
48,2010,1,1.0,1,1,1,3,1.0,2.0,37,150.0,0.0,205.0,4,50.0,30,2,0,0,18,2054,0.0,7.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
49,2010,1,1.0,1,1,1,2,1.0,2.0,33,110.0,0.0,244.0,2,50.0,30,8,0,0,18,3310,0.1,7.33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
50,2010,1,1.0,1,1,1,2,1.0,1.0,33,95.0,2000.0,75.0,1,0.0,30,283,0,0,1,3341,2.6,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
51,2010,1,0.0,0,1,1,4,1.0,1.0,5,175.0,1000.0,120.0,2,10.0,30,3,0,0,1,3342,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
52,2010,1,1.0,1,1,1,2,1.0,0.0,22,116.0,100.0,75.0,1,0.0,3,140,0,0,2,3345,1.3,9.67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
53,2010,1,0.86,1,1,0,2,3.0,1.0,39,125.0,0.0,30.0,1,10.0,1,147,1,0,3,2556,1.8,9.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
54,2010,1,1.0,1,1,1,2,1.0,2.0,24,78.0,400.0,150.0,2,40.0,30,30,0,0,1,3292,0.3,9.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
55,2010,1,1.0,1,1,0,2,1.0,1.0,20,120.0,500.0,160.0,2,20.0,30,27,0,0,9,3318,0.2,9.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
56,2010,1,1.0,1,1,1,2,1.0,1.0,41,119.0,100.0,175.0,2,0.0,30,107,1,0,1,3307,1.0,9.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
57,2010,1,1.0,1,1,0,1,0.0,1.0,11,55.0,0.0,50.0,1,0.0,30,162,0,0,9,3084,1.6,9.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
58,2010,1,1.0,1,1,1,2,1.0,1.0,33,90.0,100.0,60.0,1,0.0,3,142,0,1,2,3288,1.3,10.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
59,2010,1,1.0,1,1,1,4,1.0,2.0,25,163.0,200.0,0.0,1,0.0,80,232,0,0,2,3283,2.2,9.67,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60,2010,1,1.0,1,1,1,2,1.5,1.0,26,185.0,500.0,120.0,1,10.0,30,18,0,1,1,3020,0.2,9.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
61,2010,1,1.0,1,1,0,2,1.0,1.0,23,115.0,500.0,160.0,2,20.0,30,40,0,0,9,3290,0.4,9.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
62,2010,1,1.0,1,1,1,4,1.0,1.0,35,112.0,1000.0,200.0,1,0.0,30,10,0,0,2,3191,0.1,9.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
63,2010,1,1.0,1,1,1,4,1.0,1.0,31,116.0,3000.0,200.0,1,0.0,30,27,0,0,2,3259,0.3,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
64,2010,1,1.0,1,1,0,1,0.0,1.0,17,55.0,0.0,70.0,1,0.0,30,123,0,0,9,3266,1.1,9.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
65,2010,1,1.0,1,1,1,4,1.0,2.0,26,187.0,0.0,0.0,1,0.0,3,88,1,0,2,3241,0.8,9.83,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
66,2010,1,0.0,0,1,1,5,2.0,2.0,42,200.0,1000.0,100.0,4,35.0,90,152,0,0,1,3259,1.4,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
67,2010,1,1.0,1,1,1,2,1.0,1.0,18,175.0,0.0,0.0,2,10.0,30,215,0,0,1,3259,2.0,9.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
68,2010,1,0.9,0,1,1,1,1.0,1.0,27,99.0,300.0,100.0,1,25.0,30,122,1,1,3,3091,1.2,9.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
69,2010,1,1.0,1,1,1,2,1.0,1.0,25,135.0,100.0,75.0,2,0.0,2,336,0,0,1,3233,3.2,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
70,2010,1,1.0,0,1,0,4,2.0,1.0,50,109.0,0.0,40.0,1,50.0,2,243,1,0,4,3075,2.4,9.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
71,2010,1,1.0,1,1,1,2,1.0,1.0,26,150.0,0.0,120.0,2,30.0,30,192,1,0,1,3038,1.9,10.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
72,2010,1,0.0,0,1,1,2,1.0,1.0,7,100.0,0.0,200.0,2,0.0,60,1,0,0,1,3066,0.0,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
73,2010,1,1.0,0,1,1,6,2.0,3.0,42,475.0,800.0,185.0,5,30.0,4,201,1,0,1,3216,1.9,9.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
